SEQ_ID	HMT_ID	Genus	Species	Strain	Contigs	Combined_Size	Habitat	Sequence_Source
SEQF2525	861	Lactobacillus	plantarum	IPLA88	208	3254055	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/795/GCA_000410795.1_LplantarumLP882.0
SEQF2526	716	Lactobacillus	paracasei	Lpl7	91	3089104	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/409/835/GCA_000409835.1_Lpl7v.1
SEQF2527	716	Lactobacillus	paracasei	Lpp230	144	2892319	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/409/815/GCA_000409815.1_Lpp230.v.1
SEQF2528	716	Lactobacillus	paracasei	Lpp120	201	2801291	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/409/935/GCA_000409935.1_L.paracasei_Lpp120.v.1
SEQF2529	201	Fusobacterium	periodonticum	2_1_31	6	2546312	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/215/GCA_000158215.3_Fuso_sp_2_1_31_V3
SEQF2530	420	Fusobacterium	nucleatum subsp. animalis	21_1A	1	2154007	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/645/GCA_000218645.2_Fusobacterium_sp_21_1A_V3
SEQF2531	420	Fusobacterium	nucleatum subsp. animalis	11_3_2	37	2721023	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/655/GCA_000218655.1_Fusobacterium_sp_11_3_2_V1
SEQF2532	690	Fusobacterium	necrophorum	D12	17	1960925	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/295/GCA_000158295.2_Fuso_sp_D12_V2
SEQF2533	802	Enterococcus	saccharolyticus	ATCC 43076	4	2638500	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/005/GCA_000407005.1_Ente_sacc_ATCC43076_V1
SEQF2534	880	Enterococcus	durans	ATCC 6056	19	3153755	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/985/GCA_000406985.1_Ente_dura_ATCC6056_V1
SEQF2535	889	Bifidobacterium	breve	HPH0326	4	2504312	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/435/GCA_000411435.1_Bifi_brev_HPH0326_V1
SEQF2536	23	Delftia	acidovorans	CCUG 15835	55	6823175	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/215/GCA_000411215.1_Delf_acid_CCUG_15835_V1
SEQF2537	23	Delftia	acidovorans	CCUG 274B	79	6953182	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/195/GCA_000411195.1_Delf_acid_CCUG_274B_V1
SEQF2539	420	Fusobacterium	nucleatum subsp. animalis	4_8	2	2275461	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/875/GCA_000400875.1_ASM40087v1
SEQF2540	529	Lactobacillus	acidophilus	La-14	1	1991579	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/389/675/GCA_000389675.2_ASM38967v2
SEQF2541	608	Lactobacillus	fermentum	F-6	1	2064620	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/165/GCA_000397165.1_ASM39716v1
SEQF2542	861	Lactobacillus	plantarum	16	11	3361015	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/205/GCA_000412205.1_ASM41220v1
SEQF2543	861	Lactobacillus	plantarum	subsp. plantarum P-8	8	3246630	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/485/GCA_000392485.2_ASM39248v2
SEQF2544	818	Lactobacillus	reuteri clade 818	I5007	7	2093275	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/995/GCA_000410995.1_ASM41099v1
SEQF2545	805	Treponema	pallidum	Fribourg-Blanc	1	1140481	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/387/485/GCA_000387485.1_ASM38748v1
SEQF2546	343	Achromobacter	xylosoxidans	NH44784-1996	1	6916670	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/095/GCA_000967095.1_A.x.NH44784-1996
SEQF2547	198	Alloscardovia	omnicolens	DSM 21503	43	1847146	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/505/GCA_000420505.1_ASM42050v1
SEQF2549	801	Enterococcus	casseliflavus	14-MB-W-14	29	3654018	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/414/945/GCA_000414945.1_ASM41494v1
SEQF2550	860	Fusobacterium	gonidiaformans	3-1-5R	28	1930430	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/235/GCA_000158235.1_ASM15823v1
SEQF2551	529	Lactobacillus	acidophilus	CIRM-BIA 442	19	1986992	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/865/GCA_000442865.1_LaCIRM442V1
SEQF2552	529	Lactobacillus	acidophilus	DSM 20242	21	2047860	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/825/GCA_000442825.1_LaDSM20242V1
SEQF2553	704	Mycoplasma	orale	ATCC 23714	21	710549	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/105/GCA_000420105.1_ASM42010v1
SEQF2554	643	Prevotella	intermedia	ATCC 25611 = DSM 20706	21	2564533	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/065/GCA_000439065.1_ASM43906v1
SEQF2555	201	Fusobacterium	periodonticum	1_1_41FAA	31	2479455	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/935/GCA_000163935.1_ASM16393v1
SEQF2557	615	Lactobacillus	gasseri	2016	29	1879515	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/915/GCA_000439915.1_L.gasseri_2016_V1
SEQF2558	615	Lactobacillus	gasseri	K7	8	1994163	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/345/GCA_000406345.2_LK71.0
SEQF2559	804	Lactococcus	lactis	TIFN7	370	2634086	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/965/GCA_000447965.1_LLT7.01
SEQF2560	804	Lactococcus	lactis	str. TIFN2	143	2505069	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/905/GCA_000447905.1_LLDT2.01
SEQF2561	804	Lactococcus	lactis	str. TIFN4	182	2550393	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/985/GCA_000447985.1_LLDT4.01
SEQF2563	291	Prevotella	denticola	DSM 20614	57	3056806	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/205/GCA_000421205.1_ASM42120v1
SEQF2564	161	Veillonella	parvula	HSIVP1	1	2177985	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/448/705/GCA_000448705.1_HSIVP1_1.0
SEQF2565	558	Lactobacillus	brevis	KB290	10	2587877	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/625/GCA_000359625.1_ASM35962v1
SEQF2566	568	Lactobacillus	casei	LOCK919	2	3143369	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/515/GCA_000418515.1_ASM41851v1
SEQF2567	818	Lactobacillus	reuteri clade 818	TD1	1	2145445	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/275/GCA_000439275.1_ASM43927v1
SEQF2568	749	Lactobacillus	rhamnosus	LOCK900	1	2883376	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/475/GCA_000418475.1_ASM41847v1
SEQF2569	749	Lactobacillus	rhamnosus	LOCK908	1	2990900	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/495/GCA_000418495.1_ASM41849v1
SEQF2570	804	Lactococcus	lactis	UC509.9	9	2457347	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/685/GCA_000312685.1_ASM31268v1
SEQF2571	732	Mycoplasma	pneumoniae	M129-B7	1	816451	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/085/GCA_000331085.2_ASM33108v2
SEQF2572	676	Proteus	mirabilis	BB2000	1	3846754	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/425/GCA_000444425.1_ASM44442v1
SEQF2573	888	Actinomyces	dentalis	DSM 19115	91	3531393	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/225/GCA_000429225.1_ASM42922v1
SEQF2574	617	Schaalia	georgiae	DSM 6843	23	2498023	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/245/GCA_000429245.1_ASM42924v1
SEQF2575	618	Actinomyces	gerencseriae	DSM 6844	28	3420019	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/265/GCA_000429265.1_ASM42926v1
SEQF2576	889	Bifidobacterium	breve	JCP7499	68	2369717	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/545/GCA_000466545.1_ASM46654v1
SEQF2577	890	Bifidobacterium	subtile	DSM 20096	32	2765266	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/405/GCA_000426405.1_ASM42640v1
SEQF2578	575	Campylobacter	concisus	ATCC 51561	69	1995701	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/705/GCA_000466705.1_ATCC51561
SEQF2579	575	Campylobacter	concisus	ATCC 51562	21	1841750	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/745/GCA_000466745.1_ATCC51562
SEQF2580	575	Campylobacter	concisus	UNSW1	72	1937132	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/665/GCA_000466665.1_UNSW1
SEQF2581	224	Leptotrichia	hofstadii	DSM 21651	18	2560738	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/965/GCA_000428965.1_ASM42896v1
SEQF2582	553	Prevotella	baroniae	DSM 16972	47	3128717	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/585/GCA_000426585.1_ASM42658v1
SEQF2583	191	Propionibacterium	acidifaciens	DSM 21887	85	3043901	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/605/GCA_000426605.1_ASM42660v1
SEQF2584	124	Selenomonas	artemidis	DSM 19719	35	2350599	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/665/GCA_000426665.1_ASM42666v1
SEQF2585	678	Solobacterium	moorei	DSM 22971	169	2335946	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/005/GCA_000425005.1_ASM42500v1
SEQF2586	717	Variovorax	paradoxus	B4	2	7148516	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/015/GCA_000463015.1_ASM46301v1
SEQF2587	543	Streptococcus	anginosus	C1051	1	1911706	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/465/GCA_000463465.1_ASM46346v1
SEQF2588	543	Streptococcus	anginosus	C238	1	2233640	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/505/GCA_000463505.1_ASM46350v1
SEQF2589	576	Streptococcus	constellatus	subsp. pharyngis C1050	1	1991156	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/425/GCA_000463425.1_ASM46342v1
SEQF2590	576	Streptococcus	constellatus	subsp. pharyngis C232	1	1935414	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/395/GCA_000463395.1_ASM46339v1
SEQF2591	576	Streptococcus	constellatus	subsp. pharyngis C818	1	1935662	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/445/GCA_000463445.1_ASM46344v1
SEQF2592	644	Streptococcus	intermedius	B196	1	1996214	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/355/GCA_000463355.1_ASM46335v1
SEQF2593	644	Streptococcus	intermedius	C270	1	1960728	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/385/GCA_000463385.1_ASM46338v1
SEQF2594	179	Actinomyces	timonensis	DSM 23838	4	2932944	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/295/095/GCA_000295095.1_ASM29509v1
SEQF2600	529	Lactobacillus	acidophilus	CIP 76.13	34	1951821	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/705/GCA_000469705.1_LaCIP7613V1
SEQF2601	529	Lactobacillus	acidophilus	CIRM-BIA 445	22	2002008	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/765/GCA_000469765.1_LaCIRM445V1
SEQF2602	529	Lactobacillus	acidophilus	DSM 9126	27	1991758	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/745/GCA_000469745.1_LaDSM9126V1
SEQF2603	854	Ralstonia	pickettii	DTP0602	3	8125850	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/925/GCA_000471925.1_ASM47192v1
SEQF2604	565	Enterobacter	cancerogenus	YZ1	11	4808813	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/345/GCA_000478345.1_ASM47834v1
SEQF2605	608	Lactobacillus	fermentum	MTCC 8711	116	2566297	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/515/GCA_000477515.1_Reference_Assembly
SEQF2607	754	Mycoplasma	salivarium	ATCC 23064	17	713526	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/555/GCA_000485555.1_ASM48555v1
SEQF2609	543	Streptococcus	anginosus	subsp. whileyi MAS624	1	2122284	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/925/GCA_000478925.1_ASM47892v1
SEQF2610	343	Achromobacter	xylosoxidans	NBRC 15126 = ATCC 27061	1	6683584	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/285/GCA_000508285.1_ASM50828v1
SEQF2611	819	Lactobacillus	johnsonii	N6.2	1	1887251	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/675/GCA_000498675.1_ASM49867v1
SEQF2613	842	Campylobacter	ureolyticus	ACS-301-V-Sch3b	7	1698455	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/413/435/GCA_000413435.1_Camp_ureo_ACS-301-V-SCH3B_V1
SEQF2614	842	Campylobacter	ureolyticus	DSM 20703	35	1740590	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/605/GCA_000374605.1_ASM37460v1
SEQF2615	577	Eikenella	corrodens	CC92I	9	2214907	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/685/GCA_000504685.1_Eike_corr_CC92I_V1
SEQF2616	619	Porphyromonas	gingivalis	SJD2	117	2329548	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/503/975/GCA_000503975.1_SJD2
SEQF2617	693	Prevotella	nigrescens	CC14M	35	2986732	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/825/GCA_000507825.1_Prev_nigr_CC14M_V1
SEQF2618	705	Prevotella	oralis	CC98A	6	2990162	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/905/GCA_000507905.1_Prev_oral_CC98A_V1
SEQF2619	857	Rhodobacter	capsulatus	B6	113	3805767	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/425/GCA_000506425.2_ASM50642v2
SEQF2620	857	Rhodobacter	capsulatus	DE442	40	3760501	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/785/GCA_000505785.1_ASM50578v1
SEQF2621	857	Rhodobacter	capsulatus	R121	36	3760694	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/565/GCA_000506565.2_ASM50656v2
SEQF2622	857	Rhodobacter	capsulatus	Y262	51	3844355	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/965/GCA_000506965.2_ASM50696v2
SEQF2623	857	Rhodobacter	capsulatus	YW1	51	3647740	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/525/GCA_000506525.2_ASM50652v2
SEQF2624	857	Rhodobacter	capsulatus	YW2	62	3771447	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/545/GCA_000506545.2_ASM50654v2
SEQF2625	721	Streptococcus	parasanguinis clade 721	CC87K	6	2189561	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/765/GCA_000507765.1_Stre_para_CC87K_V1
SEQF2626	874	Absconditabacteria (SR1) [G-1]	bacterium HMT 874	MGEHA	62	1109712	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/285/GCA_000350285.1_OR1
SEQF2628	756	Lactobacillus	salivarius	cp400	89	2156840	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/529/385/GCA_000529385.1_Lsalivarius_cp400
SEQF2629	845	Leptotrichia	goodfellowii	DSM 19756	1	2281162	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/516/535/GCA_000516535.1_ASM51653v1
SEQF2630	42	Mogibacterium	timidum	ATCC 33093	30	1806210	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/775/GCA_000525775.1_MtimATCC33093v1.0
SEQF2631	38	Olsenella	uli	MSTE5	14	2153240	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/524/335/GCA_000524335.1_OulMSTE5v1.0
SEQF2632	283	Porphyromonas	catoniae	ATCC 51270	25	2040170	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/565/015/GCA_000565015.1_PcatATCC51270v1.0
SEQF2633	160	Veillonella	dispar	DORA_11	605	2432612	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/585/GCA_000508585.1_Vll_DORA_11_velvet_1.1
SEQF2634	286	Tannerella	sp. HMT 286	isolate Cell 1/3	1263	2785640	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/545/GCA_000510545.1_BU063sc13
SEQF2635	286	Tannerella	sp. HMT 286	isolate Cell 2	501	3038315	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/385/GCA_000510385.1_BU063sc2
SEQF2636	286	Tannerella	sp. HMT 286	isolate Cell 5	742	3214909	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/505/GCA_000510505.1_BU063sc5
SEQF2637	286	Tannerella	sp. HMT 286	isolate Cell 6/7/9	1291	3476954	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/525/GCA_000510525.1_BU063sc679
SEQF2638	286	Tannerella	sp. HMT 286	isolate Cell 8/11	1618	2665364	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/565/GCA_000510565.1_BU063sc811
SEQF2641	439	Anaerolineae [G-1]	bacterium HMT 439	isolate Chl2	113	1160015	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/406/805/GCA_000406805.1_Chl2
SEQF2642	662	Finegoldia	magna	ALB8	54	1918748	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/582/635/GCA_000582635.1_FinMag1.0
SEQF2643	576	Streptococcus	constellatus	subsp. constellatus SK53	54	1840061	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/785/GCA_000257785.1_ASM25778v1
SEQF2664	1	Bartonella	schoenbuchensis	m07a	5	1680471	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/435/GCA_000385435.1_m07aNrPeIrM01
SEQF2665	787	Bacteroides	pyogenes	DSM 20611	73	3427038	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/105/GCA_000428105.1_ASM42810v1
SEQF2666	787	Bacteroides	pyogenes	JCM 10003	95	3379354	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/775/GCA_000511775.1_ASM51177v1
SEQF2667	787	Bacteroides	pyogenes	JCM 6292	112	3405221	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/735/GCA_000511735.1_ASM51173v1
SEQF2668	787	Bacteroides	pyogenes	JCM 6294	107	3404843	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/755/GCA_000511755.1_ASM51175v1
SEQF2669	753	Cronobacter	sakazakii	680	201	4362758	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/319/615/GCA_000319615.1_ASM31961v1
SEQF2670	690	Fusobacterium	necrophorum	subsp. funduliforme B35	40	2088497	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/355/GCA_000600355.1_FNF_B35
SEQF2671	815	Methanobrevibacter	oralis	JMR01	14	2107831	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/529/525/GCA_000529525.1_Methanobrevibacter_oralis_JMR01
SEQF2672	692	Mycobacterium	neoaurum	VKM Ac-1815D	1	5421267	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/305/GCA_000317305.3_ASM31730v3
SEQF2673	544	Ochrobactrum	anthropi	W13P3	43	5277818	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/655/GCA_000585655.1_Ochant_v5
SEQF2674	785	Porphyromonas	uenonis	JCM 13868	112	2260105	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/705/GCA_000613705.1_ASM61370v1
SEQF2675	553	Prevotella	baroniae	JCM 13447	94	3116148	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/565/GCA_000613565.1_ASM61356v1
SEQF2676	291	Prevotella	denticola	JCM 13449	82	3111749	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/585/GCA_000613585.1_ASM61358v1
SEQF2677	600	Prevotella	enoeca	JCM 12259	117	2784020	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/405/GCA_000613405.1_ASM61340v1
SEQF2678	782	Prevotella	fusca	JCM 17724	116	3173817	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/614/245/GCA_000614245.1_ASM61424v1
SEQF2679	298	Prevotella	histicola	JCM 15637 = DNF00424	55	2949807	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/925/GCA_000613925.1_ASM61392v1
SEQF2680	289	Prevotella	maculosa	JCM 15638	133	3296416	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/965/GCA_000613965.1_ASM61396v1
SEQF2681	665	Prevotella	marshii	JCM 13450	80	2518161	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/625/GCA_000613625.1_ASM61362v1
SEQF2682	378	Prevotella	micans	JCM 16134	108	2426740	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/614/105/GCA_000614105.1_ASM61410v1
SEQF2683	311	Prevotella	oris	JCM 12252	94	3077999	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/505/GCA_000613505.1_ASM61350v1
SEQF2684	288	Prevotella	oulorum	JCM 14966	138	2827758	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/785/GCA_000613785.1_ASM61378v1
SEQF2685	781	Prevotella	saccharolytica	JCM 17484	82	2975513	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/614/205/GCA_000614205.1_ASM61420v1
SEQF2686	885	Prevotella	scopos	JCM 17725	113	3184425	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/614/285/GCA_000614285.1_ASM61428v1
SEQF2687	795	Prevotella	shahii	JCM 12083	142	3489881	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/445/GCA_000613445.1_ASM61344v1
SEQF2688	572	Prevotella	veroralis	JCM 6290	65	2834450	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/613/325/GCA_000613325.1_ASM61332v1
SEQF2689	688	Actinomyces	viscosus	C505	5	3134496	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/315/GCA_000175315.3_Acti_vis_C505_V3
SEQF2690	753	Cronobacter	sakazakii	CMCC 45402	3	4559945	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/545/GCA_000504545.1_ASM50454v1
SEQF2691	753	Cronobacter	sakazakii	ES15	1	4268675	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/215/GCA_000263215.1_ASM26321v1
SEQF2692	753	Cronobacter	sakazakii	SP291	4	4518784	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/015/GCA_000339015.1_ASM33901v1
SEQF2695	834	Pseudomonas	otitidis	NA	69	6296889	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/755/GCA_000632755.1_PseOti1.0
SEQF2696	536	Pseudomonas	aeruginosa	ATCC 14886	211	6378034	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/275/GCA_000297275.1_ASM29727v1
SEQF2697	536	Pseudomonas	aeruginosa	ATCC 700888	600	6794802	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/297/315/GCA_000297315.1_ASM29731v1
SEQF2703	591	Corynebacterium	diphtheriae	DSM 43988	140	2141743	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/785/GCA_000455785.1_ASM45578v1
SEQF2704	591	Corynebacterium	diphtheriae	str. Aberdeen	38	2367453	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/805/GCA_000455805.1_ASM45580v1
SEQF2705	645	Actinomyces	israelii	DSM 43320	102	4025772	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/711/965/GCA_000711965.1_ASM71196v1
SEQF2707	891	Bifidobacterium	scardovii	LMG 21589	34	3141793	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/405/GCA_000741405.1_Bifsca
SEQF2708	890	Bifidobacterium	subtile	LMG 11597	27	2790088	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/775/GCA_000741775.1_Bifsub
SEQF2709	23	Delftia	acidovorans	2167 DR66	1	6777958	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/825/GCA_000741825.1_ASM74182v1
